campaign,stage,round,split,cores,kind,core_abs_pct,mae_L,promoted
deepseek,single_core,3,validation,1,submitted,7.480367083820079,0.18150763196204403,True
deepseek,single_core,3,training,1,retained,4.544658549721267,0.17581254132474555,True
deepseek,single_core,3,validation,1,retained,7.480367083820079,0.18150763196204403,True
deepseek,single_core,4,training,1,submitted,4.544658549721267,0.17581254132474555,False
deepseek,single_core,4,validation,1,submitted,7.480367083820079,0.18150763196204403,False
deepseek,single_core,4,training,1,retained,4.544658549721267,0.17581254132474555,False
deepseek,single_core,4,validation,1,retained,7.480367083820079,0.18150763196204403,False
deepseek,single_core,5,training,1,submitted,4.544658549721267,0.17581254132474555,False
deepseek,single_core,5,validation,1,submitted,7.480367083820079,0.18150763196204403,False
deepseek,single_core,5,training,1,retained,4.544658549721267,0.17581254132474555,False
deepseek,single_core,5,validation,1,retained,7.480367083820079,0.18150763196204403,False
deepseek,single_core,6,training,1,submitted,3.8445995556440082,0.18062727063061104,True
deepseek,single_core,6,validation,1,submitted,7.416285988852619,0.1821807810709288,True
deepseek,single_core,6,training,1,retained,3.8445995556440082,0.18062727063061104,True
deepseek,single_core,6,validation,1,retained,7.416285988852619,0.1821807810709288,True
deepseek,single_core,7,training,1,submitted,0.7958021656462257,0.173914530120632,True
deepseek,single_core,7,validation,1,submitted,2.187319472222376,0.15784031492909079,True
deepseek,single_core,7,training,1,retained,0.7958021656462257,0.173914530120632,True
deepseek,single_core,7,validation,1,retained,2.187319472222376,0.15784031492909079,True
deepseek,single_core,8,training,1,submitted,0.7958021656462257,0.173914530120632,False
deepseek,single_core,8,validation,1,submitted,2.187319472222376,0.15784031492909079,False
deepseek,single_core,8,training,1,retained,0.7958021656462257,0.173914530120632,False
deepseek,single_core,8,validation,1,retained,2.187319472222376,0.15784031492909079,False
deepseek,single_core,9,training,1,submitted,0.7958021656462257,0.173914530120632,False
deepseek,single_core,9,validation,1,submitted,2.187319472222376,0.15784031492909079,False
deepseek,single_core,9,training,1,retained,0.7958021656462257,0.173914530120632,False
deepseek,single_core,9,validation,1,retained,2.187319472222376,0.15784031492909079,False
deepseek,single_core,10,training,1,submitted,0.7958021656462257,0.173914530120632,False
deepseek,single_core,10,validation,1,submitted,2.187319472222376,0.15784031492909079,False
deepseek,single_core,10,training,1,retained,0.7958021656462257,0.173914530120632,False
deepseek,single_core,10,validation,1,retained,2.187319472222376,0.15784031492909079,False
opus,single_core,0,training,1,retained,23.669059815495295,0.5425008952265906,
opus,single_core,0,validation,1,retained,24.90287930451552,0.5308634367491337,
opus,single_core,1,training,1,submitted,0.5417896032120282,0.10205179709993491,True
opus,single_core,1,validation,1,submitted,0.8536705882450429,0.09336526669017942,True
opus,single_core,1,training,1,retained,0.5417896032120282,0.10205179709993491,True
opus,single_core,1,validation,1,retained,0.8536705882450429,0.09336526669017942,True
opus,single_core,2,training,1,submitted,0.22934972995986125,0.09459612918085462,True
opus,single_core,2,validation,1,submitted,0.6996000058388329,0.06353971242561524,True
opus,single_core,2,training,1,retained,0.22934972995986125,0.09459612918085462,True
opus,single_core,2,validation,1,retained,0.6996000058388329,0.06353971242561524,True
opus,single_core,3,training,1,submitted,0.2181903982038938,0.09080126023383929,True
opus,single_core,3,validation,1,submitted,0.7092319934191392,0.06009892945536892,True
opus,single_core,3,training,1,retained,0.2181903982038938,0.09080126023383929,True
opus,single_core,3,validation,1,retained,0.7092319934191392,0.06009892945536892,True
opus,single_core,4,training,1,submitted,0.16853979666751548,0.08909215654156499,True
opus,single_core,4,validation,1,submitted,0.4504072662281087,0.05757618508074539,True
opus,single_core,4,training,1,retained,0.16853979666751548,0.08909215654156499,True
opus,single_core,4,validation,1,retained,0.4504072662281087,0.05757618508074539,True
opus,single_core,5,training,1,submitted,0.10139796587424679,0.09042579941041173,False
opus,single_core,5,validation,1,submitted,0.4504238153112659,0.05761257987205746,False
opus,single_core,5,training,1,retained,0.16853979666751548,0.08909215654156499,False
opus,single_core,5,validation,1,retained,0.4504072662281087,0.05757618508074539,False
opus,single_core,6,training,1,submitted,0.11643064450415537,0.08630321909804003,True
opus,single_core,6,validation,1,submitted,0.4577355119777936,0.057070936248347734,True
opus,single_core,6,training,1,retained,0.11643064450415537,0.08630321909804003,True
opus,single_core,6,validation,1,retained,0.4577355119777936,0.057070936248347734,True
opus,single_core,7,training,1,submitted,0.0965054287489916,0.08484131341166963,True
opus,single_core,7,validation,1,submitted,0.45791944414977054,0.057114588034070726,True
opus,single_core,7,training,1,retained,0.0965054287489916,0.08484131341166963,True
opus,single_core,7,validation,1,retained,0.45791944414977054,0.057114588034070726,True
opus,single_core,8,training,1,submitted,0.09655994402229584,0.08479177553308484,False
opus,single_core,8,validation,1,submitted,0.45791944414977054,0.057114588034070726,False
opus,single_core,8,training,1,retained,0.0965054287489916,0.08484131341166963,False
opus,single_core,8,validation,1,retained,0.45791944414977054,0.057114588034070726,False
opus,single_core,9,training,1,submitted,0.1088343268113052,0.08370597685157255,False
opus,single_core,9,validation,1,submitted,0.4614028761921238,0.05508670513506632,False
opus,single_core,9,training,1,retained,0.0965054287489916,0.08484131341166963,False
opus,single_core,9,validation,1,retained,0.45791944414977054,0.057114588034070726,False
opus,single_core,10,training,1,submitted,0.08601883148261853,0.08468621612080451,True
opus,single_core,10,validation,1,submitted,0.4459755899246149,0.05520547197421257,True
opus,single_core,10,training,1,retained,0.08601883148261853,0.08468621612080451,True
opus,single_core,10,validation,1,retained,0.4459755899246149,0.05520547197421257,True
gemini,single_core,0,training,1,retained,23.669059815495295,0.5425008952265906,
gemini,single_core,0,validation,1,retained,24.90287930451552,0.5308634367491337,
gemini,single_core,1,training,1,submitted,9.876718412467525,0.23282249952300685,True
gemini,single_core,1,validation,1,submitted,12.448331203915671,0.25059071953940293,True
gemini,single_core,1,training,1,retained,9.876718412467525,0.23282249952300685,True
gemini,single_core,1,validation,1,retained,12.448331203915671,0.25059071953940293,True
gemini,single_core,2,training,1,submitted,8.438465244003671,0.23072956514505746,True
gemini,single_core,2,validation,1,submitted,11.281327785070937,0.24984521928226994,True
gemini,single_core,2,training,1,retained,8.438465244003671,0.23072956514505746,True
gemini,single_core,2,validation,1,retained,11.281327785070937,0.24984521928226994,True
gemini,single_core,3,training,1,submitted,2.2484571106629065,0.18836720140910673,True
gemini,single_core,3,validation,1,submitted,2.5718954360225803,0.1774906943638888,True
gemini,single_core,3,training,1,retained,2.2484571106629065,0.18836720140910673,True
gemini,single_core,3,validation,1,retained,2.5718954360225803,0.1774906943638888,True
gemini,single_core,4,training,1,submitted,2.2699425272793308,0.18827133721001224,False
gemini,single_core,4,validation,1,submitted,2.581354348139015,0.1774714333649647,False
gemini,single_core,4,training,1,retained,2.2484571106629065,0.18836720140910673,False
gemini,single_core,4,validation,1,retained,2.5718954360225803,0.1774906943638888,False
gemini,single_core,5,training,1,submitted,2.229320641464393,0.18836507694801088,True
gemini,single_core,5,validation,1,submitted,2.5664156930018285,0.17737199647929194,True
gemini,single_core,5,training,1,retained,2.229320641464393,0.18836507694801088,True
gemini,single_core,5,validation,1,retained,2.5664156930018285,0.17737199647929194,True
gemini,single_core,6,training,1,submitted,1.8492784923109558,0.18567086374539302,True
gemini,single_core,6,validation,1,submitted,2.043446943960976,0.17422945506437107,True
gemini,single_core,6,training,1,retained,1.8492784923109558,0.18567086374539302,True
gemini,single_core,6,validation,1,retained,2.043446943960976,0.17422945506437107,True
gemini,single_core,7,training,1,submitted,1.7574532065882846,0.1846913997992545,True
gemini,single_core,7,validation,1,submitted,1.868420160622302,0.17324996862141107,True
gemini,single_core,7,training,1,retained,1.7574532065882846,0.1846913997992545,True
gemini,single_core,7,validation,1,retained,1.868420160622302,0.17324996862141107,True
gemini,single_core,8,training,1,submitted,1.567369148553182,0.1832921910291039,True
gemini,single_core,8,validation,1,submitted,1.2533566501017415,0.1690589503308322,True
gemini,single_core,8,training,1,retained,1.567369148553182,0.1832921910291039,True
gemini,single_core,8,validation,1,retained,1.2533566501017415,0.1690589503308322,True
gemini,single_core,9,training,1,submitted,1.483838157053026,0.18404500751838923,True
gemini,single_core,9,validation,1,submitted,1.0772215539789676,0.1709052201456869,True
gemini,single_core,9,training,1,retained,1.483838157053026,0.18404500751838923,True
gemini,single_core,9,validation,1,retained,1.0772215539789676,0.1709052201456869,True
gemini,single_core,10,training,1,submitted,0.8652130305036653,0.1556086227021658,True
gemini,single_core,10,validation,1,submitted,1.167486659783899,0.15014264205716327,True
gemini,single_core,10,training,1,retained,0.8652130305036653,0.1556086227021658,True
gemini,single_core,10,validation,1,retained,1.167486659783899,0.15014264205716327,True
