stage,cores,mix,programs,site,model,cycle_mae_pct,per_core_signed_pct,worst_core_abs_pct,makespan_signed_pct,request_mae_over_L,signed_drift_over_L,paired_p99_over_L,negative_extreme_over_L,positive_extreme_over_L,negative_extreme_cycles,positive_extreme_cycles,oracle_mean_read_latency,matched_reads,oracle_reads,model_reads,coverage_oracle,coverage_model,physical_address_mismatches,low_traffic,wall_seconds,cpu_user_seconds,cpu_system_seconds,max_rss_kib
test,4,test-c4_google_04,"['tahoe_0023', 'tahoe_0013', 'tahoe_0011', 'tahoe_0006']",local,astra_xhigh,1.2138916251155738,"[0.6656187039634315, 1.2343740455249845, 2.0108679457463436, 0.9447058052275358]",2.0108679457463436,1.2343740455249845,0.40816435936590856,0.050793281063329275,2.388592641222481,-8.632457615646159,15.739568351634453,-1030,1878,119.31712217539827,707310,796838,797066,0.8876459205007793,0.887392010197399,0,False,728.8769279800181,645.84,1.16,124364.0
test,4,test-c4_mixed_05,"['gcc', 'sierra_a_4_0005', 'tahoe_0016', 'biogpt']",cloud,astra_xhigh,2.108753513879849,"[0.7375922281481957, -1.3444686538220332, -0.0601852996010109, 6.292767873948156]",6.292767873948156,6.292767873948156,0.3949987580542419,0.06908486997130815,2.481083617349593,-17.08991892383763,11.464935127102812,-1908,1280,111.64476604617786,2600048,3744521,3730651,0.6943606405198421,0.6969421690745128,0,False,1052.7103785179997,1029.87,0.92,127292.0
test,4,test-c4_mixed_06,"['tahoe_0035', 'sierra_a_6_0006', 'ligra_radii', 'cam4']",cloud,astra_xhigh,2.386202514489362,"[2.3366809110166873, 1.9822945457616923, -3.725749758835398, -1.5000848423436706]",3.725749758835398,2.3366809110166873,0.4557533906595617,0.037114494091064376,3.6081268336699175,-13.053520084705639,22.411889868509988,-1950,3348,149.38499250365027,414716,459557,459084,0.9024255968247682,0.9033553772294395,0,False,574.0323576780002,565.07,0.34,117952.0
test,4,test-c4_mixed_07,"['tahoe_0014', 'gap_bc', 'sierra_a_3_0001', 'bark']",cloud,astra_xhigh,3.7093310053555273,"[0.5532025285971859, 0.3775348280376102, 0.4950845532848357, 13.411502111502477]",13.411502111502477,0.3775348280376102,0.5810389029451613,0.05545990547588961,4.736045341553361,-18.447188953828217,37.92344454977173,-3155,6486,171.0287680088659,815917,887896,888498,0.9189330732428123,0.9183104520212764,0,False,911.5449978260003,890.21,0.44,116880.0
test,4,test-c4_mixed_08,"['sierra_a_4_0013', 'tahoe_0010', 'ligra_cf', 'xalancbmk']",cloud,astra_xhigh,1.8897563279663174,"[-0.6196738279337007, 4.594561520825315, -2.0236472236335787, 0.32114273947267513]",4.594561520825315,-0.6196738279337007,0.3981447594728264,0.009591709147504141,2.185650635527087,-10.346521069320241,15.906217933075455,-1245,1914,120.33030152441333,876702,1030298,1032991,0.8509208015545017,0.8487024572334125,0,False,953.8075401710003,932.29,0.42,120192.0
test,8,test-c8-01,"['cam4', 'tahoe_0010', 'sierra_a_3_0006', 'sierra_a_4_0005', 'tahoe_0016', 'biogpt', 'sierra_a_6_0011', 'sierra_a_3_0001']",local,astra_xhigh,1.3199376259851545,"[-0.9522784422840105, 1.363972853707783, 1.1724669967798962, 0.4241519773422218, 1.5802434319922989, 2.6968672803859826, 0.6060630822629762, 1.7634569431260676]",2.6968672803859826,2.6968672803859826,0.5506978488543386,0.030358527758515684,3.513046592848696,-15.702819965552417,18.910655063632344,-2521,3036,160.54441212026674,4221088,4487525,4485579,0.94062718313547,0.9410352598850672,0,False,2182.4433285279956,2059.43,2.91,142368.0
test,8,test-c8-02,"['gcc', 'gap_bc', 'tahoe_0023', 'sierra_a_4_0013', 'pop2', 'xalancbmk', 'sierra_a_6_0006', 'sierra_a_6_0001']",local,astra_xhigh,2.5555620217840795,"[-3.089281823558657, -1.3424604714234534, -3.0331426797507124, -3.5891068877044683, -2.042850178337882, -2.726796872750917, -2.6359129992983727, -1.9849442614481743]",3.5891068877044683,-3.5891068877044683,0.536062853274333,-0.06901945835409186,3.4503216811122392,-13.279796980027776,25.716721001049223,-2190,4241,164.91215967334912,1416755,1531176,1536173,0.9252724703104019,0.9222626618225942,0,False,1705.2427534050075,1654.48,0.93,124744.0
test,8,test-c8-03,"['tahoe_0013', 'tahoe_0006', 'tahoe_0014', 'ligra_cf', 'bark', 'tahoe_0035', 'ligra_radii', 'tahoe_0011']",cloud,astra_xhigh,1.1832661112540244,"[1.2306399316953052, 0.4387003363174824, 0.13866522724115088, -2.410122425462427, -0.8456858860224917, 0.6573304573364054, -2.4659587751635876, 1.279025850793345]",2.4659587751635876,1.2306399316953052,0.5602038729117887,-0.014070037170984177,3.1444488975331755,-13.287412422081182,14.146764915816957,-2041,2173,153.6040227522585,1379648,1569075,1570384,0.8792747319280467,0.8785418088824135,0,False,1420.8456684780003,1405.08,0.93,133788.0
test,8,test-c8-04,"['sierra_a_4_0006', 'cam4', 'sierra_a_4_0013', 'tahoe_0014', 'xalancbmk', 'tahoe_0011', 'tahoe_0010', 'pop2']",cloud,astra_xhigh,0.8844180859654495,"[-0.22091435175079807, -2.6181449315678593, -0.5466767451455017, 0.4399930466428342, -0.7596641826074394, 0.6707030887127166, 1.8077555886732473, 0.011492752623199425]",2.6181449315678593,-0.22091435175079807,0.4417463115582919,-0.016652100785512033,3.441537562781115,-16.12544329730774,25.295661834613394,-2235,3506,138.60084084467616,1192720,1346741,1347995,0.8856342830581381,0.8848104035994199,0,False,1809.309694357,1795.64,0.72,130924.0
test,8,test-c8-05,"['sierra_a_6_0001', 'tahoe_0035', 'tahoe_0016', 'sierra_a_4_0006', 'gcc', 'tahoe_0006', 'sierra_a_3_0006', 'ligra_radii']",cloud,astra_xhigh,1.1259310613036173,"[-0.16011800849171628, 0.5739008854937037, 0.3985976216676342, -0.2674328563882711, -3.2062440611738627, 0.32786723176983984, -0.749229078602707, -3.3240587468412035]",3.3240587468412035,-0.2674328563882711,0.5094167164630057,-0.016804417827473474,3.0859341339803374,-16.84864931186586,18.970229028977343,-2446,2754,145.1748418953308,1394260,1547867,1548713,0.9007621455848597,0.9002700952339135,0,False,1797.022153548999,1785.26,0.86,138036.0
test,8,test-c8-06,"['bark', 'gap_bc', 'sierra_a_3_0001', 'tahoe_0023', 'tahoe_0013', 'sierra_a_6_0011', 'sierra_a_4_0005', 'sierra_a_6_0006']",cloud,astra_xhigh,3.7754106745486817,"[0.8363147166010989, -2.398832624911406, -3.976298730346275, -5.264808771969899, -3.2519497096199963, -6.60352678693331, -2.9656169274539557, -4.905937128553513]",6.60352678693331,-2.398832624911406,0.6028432500065775,-0.07252759126688178,3.7056131475529304,-15.73778332785428,19.58610933235148,-3198,3980,203.2052375724264,1677455,1884499,1882434,0.890133133527797,0.8911095953430506,0,False,1946.3696811249993,1939.39,0.71,133412.0
test,8,test-c8-08,"['ligra_radii', 'biogpt', 'pop2', 'sierra_a_6_0006', 'sierra_a_3_0006', 'bark', 'cam4', 'ligra_cf']",cloud,astra_xhigh,2.986405457812273,"[5.83529174296739, 2.9058610215744087, 5.388737720122794, 2.438150468067027, 2.3672904497047536, -2.262668794065553, 0.09884901446687713, 2.594394451529378]",5.83529174296739,2.9058610215744087,0.4741712117501472,0.05201323151333085,3.4699710378893527,-21.755710532161043,11.014638356785705,-3022,1530,138.90605850508243,3747312,3872655,3872401,0.9676338326032141,0.9676973020097867,0,False,1983.1085138510007,1979.89,1.09,127736.0
